StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,mTurkID,age,age_1_TEXT,sex,ethnic,educ,income,politic,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Article01,Article02,Article03,Article04,Article05,Article06,Article07,Article08,Article09,Article10,Article11,Article12,Article13,Article14,Article15,Article16,Article17,Article18,Article19,Article20,Q44,mTurkCor,comment,Condition,mTurkCor - Topics
7/20/2019 12:15,7/20/2019 12:33,0,147.92.105.112,100,1066,1,7/20/2019 12:33,R_T4PsF7xiU3kiawF,,,,,42.21960449,-83.604599,anonymous,EN,1,A36SM7QM8OK3H6,1,32,2,5,7,2,5,,,,,,,,,3,3,2,2,3,2,2,2,1,1,1,4,4,4,5,4,4,5,4,4,1,,,C,
7/20/2019 12:15,7/20/2019 12:33,0,73.106.32.104,100,1122,1,7/20/2019 12:33,R_1jZJWXlU6qFXika,,,,,33.76570129,-84.29509735,anonymous,EN,1,A3U6IA3JUSFZ2M,1,37,2,5,7,2,5,2.586,7.274,644.51,2,,,,,5,3,3,3,2,2,2,2,1,5,1,3,3,3,3,3,3,3,4,2,1,,,T1,
7/20/2019 12:15,7/20/2019 12:34,0,216.110.214.42,100,1161,1,7/20/2019 12:34,R_z8R80E1EoagMM9P,,,,,44.84809875,-123.1878967,anonymous,EN,1,A320QA9HJFUOZO,1,32,1,5,7,3,4,,,,,0,0,208.859,0,3,3,3,3,4,2,3,2,1,1,1,4,4,3,3,4,4,5,4,4,1,,"I felt that the categories were a bit broad and had some subjectivity to them. The degree to which something is ""political"" or ""extreme bias"" could be up to interpretation.  The same might be said for others like ""political"" or ""credible"" in some instances. ",T2,
7/20/2019 13:04,7/20/2019 13:32,0,173.31.133.140,100,1684,1,7/20/2019 13:32,R_1OZTs3X4owW2lq3,,,,,30.64830017,-88.22969818,anonymous,EN,1,ACDTQNYOT3GG8,1,40,2,5,5,3,5,,,,,0,0,211.11,0,5,2,2,2,3,2,3,2,1,1,1,4,3,2,5,2,2,2,5,3,1,,,T2,
7/20/2019 14:12,7/20/2019 14:45,0,70.114.85.198,100,2013,1,7/20/2019 14:45,R_2w138bEOICGdVY4,,,,,32.81790161,-96.63189697,anonymous,EN,1,A3N0QZ9ZKUCTCQ,1,30,1,5,7,2,2,,,,,,,,,1,2,3,3,2,2,3,3,1,5,1,4,4,3,4,4,5,5,4,4,1,,,C,
7/20/2019 14:24,7/20/2019 14:49,0,99.141.210.184,100,1472,1,7/20/2019 14:49,R_2dlJWQlXxIITpzd,,,,,41.88859558,-88.20220184,anonymous,EN,1,A2NA2OJT15COZY,1,36,1,5,5,2,2,2.754,2.754,282.039,1,,,,,2,2,2,2,4,5,3,2,5,1,1,4,4,3,3,3,3,2,2,3,1,,,T1,
7/20/2019 15:04,7/20/2019 15:23,0,72.189.106.155,100,1124,1,7/20/2019 15:23,R_24ph1Ra08fstL9M,,,,,28.48829651,-81.40609741,anonymous,EN,1,A18G2CLYSTENK,1,30,1,5,5,2,4,,,,,0,0,243.831,0,5,4,4,5,1,3,3,4,1,2,2,5,3,4,2,3,4,3,4,5,1,,,T2,
7/23/2019 18:20,7/23/2019 18:32,0,67.49.126.95,100,741,1,7/23/2019 18:32,R_1iqbrKplKlxs9Sg,,,,,34.15020752,-116.3038025,anonymous,EN,1,AA9V4NE8SOA4I,1,49,1,5,5,2,4,,,,,,,,,5,4,2,3,4,2,4,2,1,2,1,3,1,3,2,3,4,4,4,2,1,,Thank You.,C,
7/23/2019 18:18,7/23/2019 18:33,0,99.106.34.22,100,872,1,7/23/2019 18:33,R_1Lj26rQcdmK04IH,,,,,32.86849976,-97.28630066,anonymous,EN,1,A2TBXASXZIRNNW,1,31,1,5,6,4,2,10.753,10.753,374.953,1,,,,,5,4,5,5,4,2,3,2,1,5,1,3,3,3,1,3,5,1,4,3,1,,,T1,
7/23/2019 18:20,7/23/2019 18:44,0,173.239.86.95,100,1436,1,7/23/2019 18:44,R_1InPQOiYjM3JQMy,,,,,44.87759399,-117.9756012,anonymous,EN,1,A20NITCOBY4775,1,61,2,5,6,1,5,3.938,3.938,313.182,1,,,,,2,3,2,2,3,2,2,2,2,1,1,2,3,3,3,3,3,3,5,3,1,,,T1,
7/23/2019 18:35,7/23/2019 18:54,0,73.193.239.91,100,1189,1,7/23/2019 18:54,R_qxuHuU4yTYnBJxD,,,,,40.31719971,-74.43039703,anonymous,EN,1,ABMPX2Y2IRBMG,1,34,1,5,9,3,5,,,,,0,0,231.778,0,2,3,3,3,4,2,2,2,1,1,1,3,4,4,4,4,4,5,4,5,1,,,T2,
7/23/2019 18:22,7/23/2019 18:57,0,74.107.68.205,100,2080,1,7/23/2019 18:57,R_3n18xzJCIg9Lcoi,,,,,39.22590637,-76.61530304,anonymous,EN,1,A5YVMQWA2IYPF,1,42,1,5,7,3,4,,,,,,,,,5,4,1,3,2,2,3,3,5,2,2,4,3,5,3,3,5,2,5,4,1,,,C,
7/23/2019 18:27,7/23/2019 18:58,0,73.189.183.209,100,1883,1,7/23/2019 18:58,R_1BWxO7yUbVeucse,,,,,37.31770325,-121.9380035,anonymous,EN,1,A1YSYI926BBOHW,1,35,1,2,7,9,5,,,,,26.278,26.278,206.063,1,5,3,2,2,2,1,2,2,1,1,3,4,5,5,3,3,2,5,5,3,1,,,T2,
7/23/2019 18:25,7/23/2019 19:01,0,24.49.56.194,100,2160,1,7/23/2019 19:01,R_1FJIcJSBiD7wl4t,,,,,39.65730286,-77.69210052,anonymous,EN,1,A4SC8G0149GEG,1,28,1,5,6,2,4,8.456,8.456,779.093,1,,,,,2,3,2,3,3,2,2,2,1,1,1,3,3,5,4,3,3,5,5,5,1,,,T1,
7/23/2019 18:20,7/23/2019 19:03,0,73.126.19.239,100,2574,1,7/23/2019 19:03,R_UFRECVrx9buPs5j,,,,,42.75300598,-71.02700043,anonymous,EN,1,A149ROBL26JWPJ,1,29,1,5,7,2,2,,,,,142.817,209.574,210.288,2,3,3,2,2,3,2,3,2,1,5,1,4,4,4,4,3,3,5,4,3,1,,,T2,
7/23/2019 18:49,7/23/2019 19:07,0,174.126.244.111,100,1102,1,7/23/2019 19:07,R_1q9BJXjzJjQKVdh,,,,,33.48120117,-88.35540009,anonymous,EN,1,A3A8P4UR9A0DWQ,1,43,2,5,7,4,1,2.767,2.767,637.203,1,,,,,5,2,1,3,2,5,4,3,1,2,1,3,3,5,3,4,2,3,3,4,1,,,T1,
7/23/2019 18:54,7/23/2019 19:09,0,73.71.194.20,100,879,1,7/23/2019 19:09,R_w0qTKLaWVjMXgcN,,,,,37.81069946,-122.2478943,anonymous,EN,1,AOAZMLP27GD81,1,39,1,5,5,1,4,,,,,,,,,3,3,2,2,2,2,2,2,1,1,1,3,3,5,4,3,5,5,5,4,1,,,C,
7/23/2019 18:32,7/23/2019 19:12,0,172.221.159.157,100,2366,1,7/23/2019 19:12,R_2xXfi2BSh1gW0i2,,,,,38.63180542,-90.61419678,anonymous,EN,1,A3RR85PK3AV9TU,1,32,1,5,6,1,5,,,,,,,,,3,3,2,4,3,2,2,2,1,1,1,3,4,3,4,3,2,5,5,4,1,,,C,
7/23/2019 18:40,7/23/2019 19:14,0,142.196.24.96,100,2023,1,7/23/2019 19:14,R_2ZWirLJtfnCd3Od,,,,,29.13830566,-80.99559784,anonymous,EN,1,AEQ95NMC3VXQ5,1,63,2,5,6,1,5,,,,,0,0,208.024,0,2,4,2,3,2,3,2,2,1,1,3,4,2,3,3,3,2,3,5,5,1,,,T2,
7/23/2019 19:17,7/23/2019 19:23,0,68.100.174.128,100,330,1,7/23/2019 19:23,R_242aAo2Vi9IFgMA,,,,,38.7769928,-77.1894989,anonymous,EN,1,asd,2,,3,1,2,1,1,0.959,0.959,247.897,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,,f,T1,
7/23/2019 19:05,7/23/2019 19:29,0,184.103.129.232,100,1453,1,7/23/2019 19:29,R_3hEGxQGyLHATIJo,,,,,33.24090576,-111.7791977,anonymous,EN,1,A1KET5Z038NMWD,1,37,2,6,6,1,3,,,,,7.128,7.128,247.041,1,2,4,3,3,4,3,2,4,1,1,1,2,3,3,3,3,4,3,4,2,1,,,T2,
7/23/2019 18:21,7/23/2019 19:32,0,147.92.105.112,100,4255,1,7/23/2019 19:32,R_27jRrFSDpPxZVIL,,,,,42.21960449,-83.604599,anonymous,EN,1,A3CQDCNYJAX2X3,1,29,2,2,7,3,5,,,,,0,0,247.006,0,3,3,2,3,3,2,2,2,1,1,1,4,4,4,5,3,3,5,4,4,1,,,T2,
7/23/2019 19:16,7/23/2019 19:35,0,73.11.242.191,100,1138,1,7/23/2019 19:35,R_1nOPtUwKeOlgDn5,,,,,46.99389648,-122.7429962,anonymous,EN,1,A2PXJTMWGUE5DC,1,60,2,5,7,2,2,,,,,,,,,5,3,2,2,3,2,2,2,1,1,1,4,3,2,1,3,3,5,4,4,1,,,C,
7/23/2019 19:06,7/23/2019 19:40,0,142.129.18.134,100,2015,1,7/23/2019 19:40,R_DV8mO3v3Xxj5jAR,,,,,34.09640503,-117.9682007,anonymous,EN,1,A2SWQM5X54P1O5,1,32,2,2,6,2,3,5.534,5.534,767.378,1,,,,,2,3,2,2,4,1,2,2,1,1,1,3,3,3,3,4,3,2,4,3,1,,,T1,
7/23/2019 18:23,7/23/2019 19:45,0,50.123.186.92,100,4923,1,7/23/2019 19:45,R_OrHDNMBr0Iy7G3n,,,,,33.69880676,-78.91600037,anonymous,EN,1,AYBYMDBEBK5Z,1,44,2,5,7,4,4,,,,,,,,,3,2,3,3,3,1,2,2,1,1,3,4,2,4,5,3,3,5,5,5,1,,,C,
7/23/2019 19:19,7/23/2019 19:49,0,68.175.84.106,100,1848,1,7/23/2019 19:50,R_2EmJT6aGnvcFpMp,,,,,41.77079773,-74.59279633,anonymous,EN,1,A1F1BIPJR11LSR,1,33,3,5,6,1,4,,,,,0,0,205.314,0,5,3,2,2,4,2,2,2,1,2,1,4,3,4,3,3,3,5,3,4,1,,,T2,
7/23/2019 18:22,7/23/2019 19:52,0,69.119.124.205,100,5413,1,7/23/2019 19:52,R_1jDKx3ZM4vsQjDI,,,,,40.94509888,-74.25309753,anonymous,EN,1,A103XX92AATRSG,1,29,2,5,7,7,3,9.811,189.28,293.409,2,,,,,2,4,3,3,4,3,3,3,1,1,1,5,4,3,3,3,4,5,4,2,1,,,T1,
7/23/2019 19:53,7/23/2019 20:07,0,74.221.181.65,100,793,1,7/23/2019 20:07,R_2YncyHlC4bR0fQR,,,,,35.12120056,-85.30339813,anonymous,EN,1,A2I960JYUZ8KAV,1,27,1,5,6,1,5,,,,,6.163,6.163,204.068,1,2,2,3,2,4,2,3,2,1,1,1,3,2,5,4,3,3,3,4,2,1,,,T2,
7/23/2019 19:40,7/23/2019 20:07,0,76.125.244.14,100,1620,1,7/23/2019 20:07,R_pS55rFxa6lAlNK1,,,,,40.3052063,-79.54180145,anonymous,EN,1,A3I1W58P6SIV26,1,33,1,5,9,3,2,37.808,37.808,745.301,1,,,,,5,5,2,3,2,2,3,2,1,1,5,3,3,5,2,3,4,5,5,4,1,,,T1,
7/23/2019 19:56,7/23/2019 20:15,0,98.160.177.125,100,1133,1,7/23/2019 20:15,R_RUfSU3EtjCT01qx,,,,,36.09069824,-115.0886002,anonymous,EN,1,AQORJW4W8U9YU,1,32,1,1,7,2,4,,,,,0,0,218.106,0,5,4,1,5,4,5,3,3,1,2,3,2,5,5,3,2,4,2,4,2,1,,,T2,
7/23/2019 20:23,7/23/2019 20:49,0,112.133.237.2,100,1568,1,7/23/2019 20:49,R_UfnrDYlyH0nhvhv,,,,,10.52630615,76.21200562,anonymous,EN,1,A3RWDYQD1331VH,1,34,2,2,7,1,3,,,,,0,0,207.414,0,5,1,2,3,4,5,4,1,1,3,4,4,4,5,3,5,1,4,4,3,1,,FAKERS,T2,
7/23/2019 20:25,7/23/2019 20:51,0,223.181.192.59,100,1566,1,7/23/2019 20:51,R_2zqirQI4AG8vNKb,,,,,11.00549316,76.96609497,anonymous,EN,1,A2RR3R75ECQSKE,2,,3,2,10,10,7,,,,,,,,,5,4,2,5,4,3,1,4,3,5,4,4,1,5,3,4,3,4,4,5,1,,Nice study.,C,
7/23/2019 20:18,7/23/2019 21:02,0,110.224.198.128,100,2621,1,7/23/2019 21:02,R_2zo9MrnfeddtIyn,,,,,21.23330688,81.63330078,anonymous,EN,1,A2QQY4S73JO639,1,36,1,2,7,1,4,5.018,111.64,440.942,3,,,,,2,4,2,5,4,1,2,2,2,5,2,2,1,2,5,1,4,2,4,3,1,,,T1,
7/23/2019 20:18,7/23/2019 21:04,0,73.189.103.206,100,2739,1,7/23/2019 21:04,R_1BPKefYma8TiUCW,,,,,37.5428009,-122.2971039,anonymous,EN,1,a1vl7507uonpx0,1,41,1,2,7,3,4,,,,,0,0,227.145,0,2,4,3,4,3,2,2,2,1,1,2,3,4,4,5,3,3,5,4,5,1,,Interesting,T2,
7/23/2019 21:00,7/23/2019 21:08,0,108.88.149.156,100,510,1,7/23/2019 21:08,R_usNowxkLGNDm9rj,,,,,36.52459717,-87.34649658,anonymous,EN,1,A1T6RFUU0OTS0M,1,26,2,2,7,2,4,,,,,0,0,205.514,0,2,4,2,5,4,2,4,4,1,2,1,3,2,3,1,3,3,4,5,4,1,,,T2,
7/23/2019 20:33,7/23/2019 21:09,0,98.22.18.203,100,2172,1,7/23/2019 21:09,R_O2b5Ha7gnAbtk4h,,,,,29.78709412,-82.16079712,anonymous,EN,1,A1GLF2427E02YG,1,35,2,5,5,1,5,,,,,20.495,20.495,215.537,1,4,3,2,2,2,2,2,2,1,1,1,2,3,3,4,3,3,5,5,4,1,,"Aww, I thought I was going to get to see how I did! Interesting study, thanks!",T2,
7/23/2019 20:53,7/23/2019 21:12,0,122.183.160.37,100,1170,1,7/23/2019 21:12,R_3qxqogmwHEh52GS,,,,,13.08459473,80.24841309,anonymous,EN,1,A1DVKS3R9SLQ1H,1,28,1,2,7,2,1,,,,,,,,,3,4,4,3,4,2,3,3,1,2,1,3,3,1,5,5,3,3,4,2,1,,samyvanajaamazon@rediffmail.com,C,
7/23/2019 20:27,7/23/2019 21:51,0,50.80.69.123,100,4986,1,7/23/2019 21:51,R_3HMiOWBOqrrARm0,,,,,31.54640198,-84.07830048,anonymous,EN,1,A2AWBDW9V1E9KT,1,37,1,5,6,1,5,161.827,161.827,1181.149,1,,,,,2,3,2,2,3,2,2,2,1,1,1,3,4,3,5,4,3,5,3,4,1,,"The game was fun, but a little railroady, and lacks good replayability.  ",T1,
7/23/2019 21:41,7/23/2019 21:51,0,67.1.220.144,100,628,1,7/23/2019 21:51,R_115FUCi9ORQaxIG,,,,,32.19430542,-110.9766998,anonymous,EN,1,ACDX50KGPE97I,1,30,1,5,7,1,2,8.224,215.143,215.767,3,,,,,5,4,2,2,3,5,2,5,1,1,5,4,3,4,5,3,4,5,4,5,1,,,T1,
7/20/2019 12:06,7/23/2019 21:54,0,76.18.212.179,100,294497,1,7/23/2019 21:54,R_1HcLIMyH8BxHNjs,,,,,30.0821991,-81.54979706,anonymous,EN,1,AKZ8SFOAI4RZN,1,31,1,5,7,3,5,11.584,489.214,1125.41,2,,,,,2,3,2,2,4,1,2,2,1,1,1,4,3,3,5,3,3,5,5,4,1,,none,T1,
7/23/2019 22:21,7/23/2019 23:01,0,67.1.246.209,100,2388,1,7/23/2019 23:01,R_RtvRQSmHUTCoIXD,,,,,32.26989746,-110.9852982,anonymous,EN,1,A2WGW5Y3ZFBDEC,1,48,1,5,7,2,1,,,,,2.701,206.34,210.517,4,3,3,3,3,2,2,2,2,1,1,1,4,3,5,5,4,3,5,5,4,1,,,T2,
